GivenName,LastName,Position,TigerPlayBegin1,TigerPlayStop1,TigerPlayBegin2,TigerPlayStop2,TigerPlayBegin3,BirthDate,BirthPlace,DeathDate,DeathPlace,URL,Image,Caption,Source,Column 17
Howard,Ehmke, P,1916-01-01T00:00:00Z,1922-01-01T00:00:00Z,,,,,,,,,,,,
Joey,Eischen, P,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Harry,Eisenstat, P,1938-01-01T00:00:00Z,1939-01-01T00:00:00Z,,,,,,,,,,,,
Kid,Elberfeld, IF,1901-01-01T00:00:00Z,1903-01-01T00:00:00Z,,,,,,,,,,,,
Heinie,Elder, P,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Brad,Eldred, IF,2012-01-01T00:00:00Z,,,,,,,,,,,,,
Babe,Ellison, IF,1916-01-01T00:00:00Z,1920-01-01T00:00:00Z,,,,,,,,,,,,
Juan,Encarnación, OF,1997-01-01T00:00:00Z,2001-01-01T00:00:00Z,,,,,,,,,,,,
Dave,Engle, C,1986-01-01T00:00:00Z,,,,,,,,,,,,,
Gil,English, IF,1936-01-01T00:00:00Z,1937-01-01T00:00:00Z,,,,,,,,,,,,
John,Ennis, P,2004-01-01T00:00:00Z,,,,,,,,,,,,,
Eric,Erickson, P,1916-01-01T00:00:00Z,1919-01-01T00:00:00Z,,,,,,,,,,,,
Hal,Erickson, P,1953-01-01T00:00:00Z,,,,,,,,,,,,,
Tex,Erwin, C,1907-01-01T00:00:00Z,,,,,,,,,,,,,
John,Eubank, P,1905-01-01T00:00:00Z,1907-01-01T00:00:00Z,,,,,,,,,,,,
Bart,Evans, P,2000-01-01T00:00:00Z,,,,,,,,,,,,,
Darrell,Evans, IF,1984-01-01T00:00:00Z,1988-01-01T00:00:00Z,,,,,,,,,,,,
Adam,Everett, IF,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z,,,,,,,,,,,,
Hoot,Evers,OF,1941-01-01T00:00:00Z,1952-01-01T00:00:00Z,1954-01-01T00:00:00Z,,,,,,,,,,,
Roy,Face, P,1968-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Fahey, C,1981-01-01T00:00:00Z,1983-01-01T00:00:00Z,,,,,,,,,,,,
Ferris,Fain, IF,1955-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Farley, IF,1962-01-01T00:00:00Z,,,,,,,,,,,,,
Ed,Farmer, P,1973-01-01T00:00:00Z,,,,,,,,,,,,,
Jeff,Farnsworth, P,2002-01-01T00:00:00Z,,,,,,,,,,,,,
Kyle,Farnsworth, P,2005-01-01T00:00:00Z,,2008-01-01T00:00:00Z,,,,,,,,,,,
John,Farrell, P,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Faul, P,1962-01-01T00:00:00Z,1964-01-01T00:00:00Z,,,,,,,,,,,,
Al,Federoff, IF,1951-01-01T00:00:00Z,1952-01-01T00:00:00Z,,,,,,,,,,,,
Junior,Félix, OF,1994-01-01T00:00:00Z,,,,,,,,,,,,,
Jack,Feller, C,1958-01-01T00:00:00Z,,,,,,,,,,,,,
Chico,Fernández, IF,1960-01-01T00:00:00Z,1963-01-01T00:00:00Z,,,,,,,,,,,,
Cy,Ferry, P,1904-01-01T00:00:00Z,,,,,,,,,,,,,
Robert,Fick, IF,1998-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Mark,Fidrych, P,1976-01-01T00:00:00Z,1980-01-01T00:00:00Z,,,,,,,,,,,,
Cecil,Fielder, IF,1990-01-01T00:00:00Z,1996-01-01T00:00:00Z,,,,,,,,,,,,
Prince,Fielder, IF,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Bruce,Fields, OF,1986-01-01T00:00:00Z,,,,,,,,,,,,,
Casey,Fien, P,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z,,,,,,,,,,,,
Alfredo,Figaro, P,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z,,,,,,,,,,,,
Jim,Finigan, IF,1957-01-01T00:00:00Z,,,,,,,,,,,,,
Happy,Finneran, P,1918-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Fischer, P,1958-01-01T00:00:00Z,,1960-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,,,,,,,,
Carl,Fischer, P,1933-01-01T00:00:00Z,1935-01-01T00:00:00Z,,,,,,,,,,,,
Ed,Fisher, P,1902-01-01T00:00:00Z,,,,,,,,,,,,,
Fritz,Fisher, P,1964-01-01T00:00:00Z,,,,,,,,,,,,,
Doug,Fister, P,2011-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Ira,Flagstead, OF,1917-01-01T00:00:00Z,1923-01-01T00:00:00Z,,,,,,,,,,,,
John,Flaherty, C,1994-01-01T00:00:00Z,1996-01-01T00:00:00Z,,,,,,,,,,,,
Les,Fleming, IF,1939-01-01T00:00:00Z,,,,,,,,,,,,,
Scott,Fletcher, IF,1995-01-01T00:00:00Z,,,,,,,,,,,,,
Tom,Fletcher, P,1962-01-01T00:00:00Z,,,,,,,,,,,,,
Van,Fletcher, P,1955-01-01T00:00:00Z,,,,,,,,,,,,,
Bryce,Florie, P,1997-01-01T00:00:00Z,1999-01-01T00:00:00Z,,,,,,,,,,,,
Ben,Flowers, P,1955-01-01T00:00:00Z,,,,,,,,,,,,,
Bubba,Floyd, IF,1944-01-01T00:00:00Z,,,,,,,,,,,,,
Doug,Flynn, IF,1985-01-01T00:00:00Z,,,,,,,,,,,,,
Hank,Foiles, C,1960-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Foor, P,1971-01-01T00:00:00Z,1972-01-01T00:00:00Z,,,,,,,,,,,,
Gene,Ford, P,1905-01-01T00:00:00Z,,,,,,,,,,,,,
Casey,Fossum, P,2008-01-01T00:00:00Z,,,,,,,,,,,,,
Larry,Foster, P,1963-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Fothergill, OF,1922-01-01T00:00:00Z,1930-01-01T00:00:00Z,,,,,,,,,,,,
Steve,Foucault, P,1977-01-01T00:00:00Z,1978-01-01T00:00:00Z,,,,,,,,,,,,
Pete,Fox, OF,1933-01-01T00:00:00Z,1940-01-01T00:00:00Z,,,,,,,,,,,,
Terry,Fox, P,1961-01-01T00:00:00Z,1966-01-01T00:00:00Z,,,,,,,,,,,,
Paul,Foytack, P,1953-01-01T00:00:00Z,1963-01-01T00:00:00Z,,,,,,,,,,,,
Ray,Francis, P,1923-01-01T00:00:00Z,,,,,,,,,,,,,
Tito,Francona, OF,1958-01-01T00:00:00Z,,,,,,,,,,,,,
Moe,Franklin, IF,1941-01-01T00:00:00Z,1942-01-01T00:00:00Z,,,,,,,,,,,,
Jeff,Frazier, OF,2010-01-01T00:00:00Z,,,,,,,,,,,,,
Vic,Frazier, P,1933-01-01T00:00:00Z,1934-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Freehan, C,1961-01-01T00:00:00Z,1976-01-01T00:00:00Z,,,,,,,,,,,,
George,Freese, IF,1953-01-01T00:00:00Z,,,,,,,,,,,,,
Lucas,French, P,2009-01-01T00:00:00Z,,,,,,,,,,,,,
Cy,Fried, P,1920-01-01T00:00:00Z,,,,,,,,,,,,,
Owen,Friend, IF,1953-01-01T00:00:00Z,,,,,,,,,,,,,
Emil,Frisk, OF,1901-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Froats, P,1955-01-01T00:00:00Z,,,,,,,,,,,,,
Travis,Fryman, IF,1990-01-01T00:00:00Z,1997-01-01T00:00:00Z,,,,,,,,,,,,
Woodie,Fryman, P,1972-01-01T00:00:00Z,1974-01-01T00:00:00Z,,,,,,,,,,,,
Charlie,Fuchs, P,1942-01-01T00:00:00Z,,,,,,,,,,,,,
Tito,Fuentes, IF,1977-01-01T00:00:00Z,,,,,,,,,,,,,
Frank,Fuller, IF,1915-01-01T00:00:00Z,1916-01-01T00:00:00Z,,,,,,,,,,,,
Liz,Funk, OF,1930-01-01T00:00:00Z,,,,,,,,,,,,,
Charlie,Furbush, P,2011-01-01T00:00:00Z,,,,,,,,,,,,,
Chick,Gagnon, IF,1922-01-01T00:00:00Z,,,,,,,,,,,,,
Eddie,Gaillard, P,1997-01-01T00:00:00Z,,,,,,,,,,,,,
Del,Gainer, IF,1909-01-01T00:00:00Z,1914-01-01T00:00:00Z,,,,,,,,,,,,
Dan,Gakeler, P,1991-01-01T00:00:00Z,,,,,,,,,,,,,
Armando,Galarraga, P,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z,,,,,,,,,,,,
Doug,Gallagher, P,1962-01-01T00:00:00Z,,,,,,,,,,,,,
Chick,Galloway, IF,1928-01-01T00:00:00Z,,,,,,,,,,,,,
John,Gamble, IF,1972-01-01T00:00:00Z,1973-01-01T00:00:00Z,,,,,,,,,,,,
Bárbaro,Garbey, IF,1984-01-01T00:00:00Z,1985-01-01T00:00:00Z,,,,,,,,,,,,
Alex,Garbowski, PH,1952-01-01T00:00:00Z,,,,,,,,,,,,,
Avisail,García, OF,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Freddy,García, P,2008-01-01T00:00:00Z,,,,,,,,,,,,,
Luis,García, IF,1999-01-01T00:00:00Z,,,,,,,,,,,,,
Karim,García, OF,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,,,,,,,,,,,,
Pedro,García, IF,1976-01-01T00:00:00Z,,,,,,,,,,,,,
Mike,Gardiner, P,1993-01-01T00:00:00Z,1995-01-01T00:00:00Z,,,,,,,,,,,,
Ned,Garver, P,1952-01-01T00:00:00Z,1956-01-01T00:00:00Z,,,,,,,,,,,,
Charlie,Gehringer, IF,1924-01-01T00:00:00Z,1942-01-01T00:00:00Z,,,,,,,,,,,,
Charlie,Gelbert, IF,1937-01-01T00:00:00Z,,,,,,,,,,,,,
Rufe,Gentry, P,1943-01-01T00:00:00Z,1948-01-01T00:00:00Z,,,,,,,,,,,,
Franklyn,Germán, P,2002-01-01T00:00:00Z,2006-01-01T00:00:00Z,,,,,,,,,,,,
Dick,Gernert, IF,1960-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,,,,,,,,,,
Doc,Gessler, OF,1903-01-01T00:00:00Z,,,,,,,,,,,,,
Tony,Giarratano, IF,2005-01-01T00:00:00Z,,,,,,,,,,,,,
Frank,Gibson, C,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Kirk,Gibson,OF,1979-01-01T00:00:00Z,1987-01-01T00:00:00Z,1993-01-01T00:00:00Z,1995-01-01T00:00:00Z,,,,,,,,,,
Paul,Gibson, P,1988-01-01T00:00:00Z,1991-01-01T00:00:00Z,,,,,,,,,,,,
Sam,Gibson, P,1926-01-01T00:00:00Z,1928-01-01T00:00:00Z,,,,,,,,,,,,
Floyd,Giebell, P,1939-01-01T00:00:00Z,1941-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Gilbreth, P,1971-01-01T00:00:00Z,1972-01-01T00:00:00Z,,,,,,,,,,,,
George,Gill, P,1937-01-01T00:00:00Z,1939-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Gillespie, P,1944-01-01T00:00:00Z,,,,,,,,,,,,,
Joe,Ginsberg, C,1948-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,,
Matt,Ginter, P,2005-01-01T00:00:00Z,,,,,,,,,,,,,
Dan,Gladden, OF,1992-01-01T00:00:00Z,1993-01-01T00:00:00Z,,,,,,,,,,,,
Fred,Gladding, P,1961-01-01T00:00:00Z,1967-01-01T00:00:00Z,,,,,,,,,,,,
John,Glaiser, P,1920-01-01T00:00:00Z,,,,,,,,,,,,,
Norm,Glaser, P,1920-01-01T00:00:00Z,,,,,,,,,,,,,
Kid,Gleason, IF,1901-01-01T00:00:00Z,1902-01-01T00:00:00Z,,,,,,,,,,,,
Jerry,Don Gleaton, P,1990-01-01T00:00:00Z,1991-01-01T00:00:00Z,,,,,,,,,,,,
Gary,Glover, P,2008-01-01T00:00:00Z,,,,,,,,,,,,,
Ed,Glynn, P,1975-01-01T00:00:00Z,1978-01-01T00:00:00Z,,,,,,,,,,,,
Greg,Gohr, P,1993-01-01T00:00:00Z,1996-01-01T00:00:00Z,,,,,,,,,,,,
Izzy,Goldstein, P,1932-01-01T00:00:00Z,,,,,,,,,,,,,
Purnal,Goldy, OF,1962-01-01T00:00:00Z,1963-01-01T00:00:00Z,,,,,,,,,,,,
Alexis,Gómez, OF,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z,,,,,,,,,,,,
Chris,Gomez, IF,1993-01-01T00:00:00Z,1996-01-01T00:00:00Z,,,,,,,,,,,,
Dan,Gonzales, OF,1979-01-01T00:00:00Z,1980-01-01T00:00:00Z,,,,,,,,,,,,
Enrique,González, P,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z,,,,,,,,,,,,
Juan,González, OF,2000-01-01T00:00:00Z,,,,,,,,,,,,,
Julio,González, IF,1983-01-01T00:00:00Z,,,,,,,,,,,,,
Luis,Gonzalez, OF,1998-01-01T00:00:00Z,,,,,,,,,,,,,
Andrew,Good, P,2005-01-01T00:00:00Z,,,,,,,,,,,,,
Johnny,Gorsica, P,1940-01-01T00:00:00Z,1947-01-01T00:00:00Z,,,,,,,,,,,,
Goose,Goslin, OF,1934-01-01T00:00:00Z,1937-01-01T00:00:00Z,,,,,,,,,,,,
Johnny,Grabowski, C,1931-01-01T00:00:00Z,,,,,,,,,,,,,
Skinny,Graham, P,1929-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Graham, P,1966-01-01T00:00:00Z,,,,,,,,,,,,,
Curtis,Granderson, OF,2004-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Mark,Grater, P,1993-01-01T00:00:00Z,,,,,,,,,,,,,
Beiker,Graterol, P,1999-01-01T00:00:00Z,,,,,,,,,,,,,
Ted,Gray, P,1946-01-01T00:00:00Z,1954-01-01T00:00:00Z,,,,,,,,,,,,
Lenny,Green, OF,1967-01-01T00:00:00Z,1968-01-01T00:00:00Z,,,,,,,,,,,,
Hank,Greenberg, IF,1930-01-01T00:00:00Z,1946-01-01T00:00:00Z,,,,,,,,,,,,
Al,Greene, DH,1979-01-01T00:00:00Z,,,,,,,,,,,,,
Paddy,Greene, IF,1903-01-01T00:00:00Z,,,,,,,,,,,,,
Seth,Greisinger, P,1998-01-01T00:00:00Z,,2002-01-01T00:00:00Z,,,,,,,,,,,
Ed,Gremminger, IF,1904-01-01T00:00:00Z,,,,,,,,,,,,,
Art,Griggs, IF,1918-01-01T00:00:00Z,,,,,,,,,,,,,
Jason,Grilli, P,2005-01-01T00:00:00Z,2008-01-01T00:00:00Z,,,,,,,,,,,,
Steve,Grilli, P,1975-01-01T00:00:00Z,1977-01-01T00:00:00Z,,,,,,,,,,,,
Marv,Grissom, P,1949-01-01T00:00:00Z,,,,,,,,,,,,,
Steve,Gromek, P,1953-01-01T00:00:00Z,1957-01-01T00:00:00Z,,,,,,,,,,,,
Buddy,Groom, P,1992-01-01T00:00:00Z,1995-01-01T00:00:00Z,,,,,,,,,,,,
Johnny,Groth,OF,1946-01-01T00:00:00Z,1952-01-01T00:00:00Z,1957-01-01T00:00:00Z,1960-01-01T00:00:00Z,,,,,,,,,,
Charlie,Grover, P,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Johnny,Grubb, OF,1983-01-01T00:00:00Z,1987-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Grzenda, P,1961-01-01T00:00:00Z,,,,,,,,,,,,,
Carlos,Guillén, IF,2004-01-01T00:00:00Z,2011-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Gullickson, P,1991-01-01T00:00:00Z,1994-01-01T00:00:00Z,,,,,,,,,,,,
Dave,Gumpert, P,1982-01-01T00:00:00Z,1983-01-01T00:00:00Z,,,,,,,,,,,,
César,Gutiérrez, IF,1969-01-01T00:00:00Z,1971-01-01T00:00:00Z,,,,,,,,,,,,
Dave,Haas, P,1991-01-01T00:00:00Z,1993-01-01T00:00:00Z,,,,,,,,,,,,
Sammy,Hale, IF,1920-01-01T00:00:00Z,1921-01-01T00:00:00Z,,,,,,,,,,,,
Charley,Hall, P,1918-01-01T00:00:00Z,,,,,,,,,,,,,
Herb,Hall, P,1918-01-01T00:00:00Z,,,,,,,,,,,,,
Joe,Hall, OF,1995-01-01T00:00:00Z,1997-01-01T00:00:00Z,,,,,,,,,,,,
Marc,Hall, P,1913-01-01T00:00:00Z,1914-01-01T00:00:00Z,,,,,,,,,,,,
Tom,Haller, C,1972-01-01T00:00:00Z,,,,,,,,,,,,,
Shane,Halter, IF,2000-01-01T00:00:00Z,2003-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Hamelin, DH,1997-01-01T00:00:00Z,,,,,,,,,,,,,
Earl,Hamilton, P,1916-01-01T00:00:00Z,,,,,,,,,,,,,
Jack,Hamilton, P,1964-01-01T00:00:00Z,1965-01-01T00:00:00Z,,,,,,,,,,,,
Luke,Hamlin, P,1933-01-01T00:00:00Z,1934-01-01T00:00:00Z,,,,,,,,,,,,
Fred,Haney, IF,1922-01-01T00:00:00Z,1925-01-01T00:00:00Z,,,,,,,,,,,,
Don,Hankins, P,1927-01-01T00:00:00Z,,,,,,,,,,,,,
Jack,Hannahan, IF,2006-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Hannan, P,1971-01-01T00:00:00Z,,,,,,,,,,,,,
Charlie,Harding, P,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Shawn,Hare, OF,1991-01-01T00:00:00Z,1992-01-01T00:00:00Z,,,,,,,,,,,,
Pinky,Hargrave, C,1928-01-01T00:00:00Z,1930-01-01T00:00:00Z,,,,,,,,,,,,
Dick,Harley, OF,1902-01-01T00:00:00Z,,,,,,,,,,,,,
Brian,Harper, C,1986-01-01T00:00:00Z,,,,,,,,,,,,,
George,Harper, OF,1916-01-01T00:00:00Z,1918-01-01T00:00:00Z,,,,,,,,,,,,
Terry,Harper, OF,1987-01-01T00:00:00Z,,,,,,,,,,,,,
Denny,Harriger, P,1998-01-01T00:00:00Z,,,,,,,,,,,,,
Andy,Harrington, PH,1925-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Harris, P,1938-01-01T00:00:00Z,1939-01-01T00:00:00Z,,,,,,,,,,,,
Bucky,Harris, IF,1929-01-01T00:00:00Z,1931-01-01T00:00:00Z,,,,,,,,,,,,
Gail,Harris, IF,1958-01-01T00:00:00Z,1960-01-01T00:00:00Z,,,,,,,,,,,,
Gene,Harris, P,1994-01-01T00:00:00Z,,,,,,,,,,,,,
Ned,Harris, OF,1941-01-01T00:00:00Z,1946-01-01T00:00:00Z,,,,,,,,,,,,
Earl,Harrist, P,1953-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Haselman, C,1998-01-01T00:00:00Z,1999-01-01T00:00:00Z,,,,,,,,,,,,
Fred,Hatfield, IF,1952-01-01T00:00:00Z,1956-01-01T00:00:00Z,,,,,,,,,,,,
Clyde,Hatter, P,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,,,,,,,,,,,,
Brad,Havens, P,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Ray,Hayworth, C,1926-01-01T00:00:00Z,1938-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Hazle, OF,1958-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Heath, C,1967-01-01T00:00:00Z,,,,,,,,,,,,,
Mike,Heath, C,1986-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,,,,,
Richie,Hebner, IF,1980-01-01T00:00:00Z,1982-01-01T00:00:00Z,,,,,,,,,,,,
Don,Heffner, IF,1944-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Hegan, C,1958-01-01T00:00:00Z,,,,,,,,,,,,,
Harry,Heilmann, OF,1914-01-01T00:00:00Z,1929-01-01T00:00:00Z,,,,,,,,,,,,
Don,Heinkel, P,1988-01-01T00:00:00Z,,,,,,,,,,,,,
Mike,Henneman, P,1987-01-01T00:00:00Z,1995-01-01T00:00:00Z,,,,,,,,,,,,
Les,Hennessey, IF,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Oscar,Henríquez, P,2001-01-01T00:00:00Z,2003-01-01T00:00:00Z,,,,,,,,,,,,
Dwayne,Henry, P,1995-01-01T00:00:00Z,,,,,,,,,,,,,
Roy,Henshaw, P,1942-01-01T00:00:00Z,1944-01-01T00:00:00Z,,,,,,,,,,,,
Ray,Herbert, P,1950-01-01T00:00:00Z,1954-01-01T00:00:00Z,,,,,,,,,,,,
Babe,Herman, OF,1937-01-01T00:00:00Z,,,,,,,,,,,,,
Willie,Hernández, P,1984-01-01T00:00:00Z,1989-01-01T00:00:00Z,,,,,,,,,,,,
Fernando,Hernández, P,1997-01-01T00:00:00Z,,,,,,,,,,,,,
Larry,Herndon, OF,1982-01-01T00:00:00Z,1988-01-01T00:00:00Z,,,,,,,,,,,,
Art,Herring, P,1929-01-01T00:00:00Z,1933-01-01T00:00:00Z,,,,,,,,,,,,
Whitey,Herzog, OF,1963-01-01T00:00:00Z,,,,,,,,,,,,,
Mike,Hessman, IF,2007-01-01T00:00:00Z,,,,,,,,,,,,,
Gus,Hetling, IF,1906-01-01T00:00:00Z,,,,,,,,,,,,,
Phil,Hiatt, IF,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Charlie,Hickman, IF,1904-01-01T00:00:00Z,1905-01-01T00:00:00Z,,,,,,,,,,,,
Buddy,Hicks, IF,1956-01-01T00:00:00Z,,,,,,,,,,,,,
Pinky,Higgins,IF,1939-01-01T00:00:00Z,1944-01-01T00:00:00Z,1946-01-01T00:00:00Z,,,,,,,,,,,
Bobby,Higginson, OF,1995-01-01T00:00:00Z,2005-01-01T00:00:00Z,,,,,,,,,,,,
Ed,High, P,1901-01-01T00:00:00Z,,,,,,,,,,,,,
Hugh,High, OF,1913-01-01T00:00:00Z,1914-01-01T00:00:00Z,,,,,,,,,,,,
Erik,Hiljus, P,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,,,,,,,,,,,,
John,Hiller, P,1965-01-01T00:00:00Z,1980-01-01T00:00:00Z,,,,,,,,,,,,
A. J.,Hinch, C,2003-01-01T00:00:00Z,,,,,,,,,,,,,
Billy,Hitchcock,IF,1942-01-01T00:00:00Z,1946-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,
Billy,Hoeft, P,1952-01-01T00:00:00Z,1959-01-01T00:00:00Z,,,,,,,,,,,,
Chief,Hogsett,P,1929-01-01T00:00:00Z,1936-01-01T00:00:00Z,1944-01-01T00:00:00Z,,,,,,,,,,,
Bryan,Holaday, C,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Fred,Holdsworth, P,1972-01-01T00:00:00Z,1974-01-01T00:00:00Z,,,,,,,,,,,,
Michael,Hollimon, IF,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Carl,Holling, P,1921-01-01T00:00:00Z,1922-01-01T00:00:00Z,,,,,,,,,,,,
Ken,Holloway, P,1922-01-01T00:00:00Z,1928-01-01T00:00:00Z,,,,,,,,,,,,
Shawn,Holman, P,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Ducky,Holmes, OF,1901-01-01T00:00:00Z,1902-01-01T00:00:00Z,,,,,,,,,,,,
Chris,Holt, P,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z,,,,,,,,,,,,
Vern,Holtgrave, P,1965-01-01T00:00:00Z,,,,,,,,,,,,,
Kevin,Hooper, IF,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Hoover, IF,1943-01-01T00:00:00Z,1945-01-01T00:00:00Z,,,,,,,,,,,,
Johnny,Hopp, OF,1952-01-01T00:00:00Z,,,,,,,,,,,,,
Willie,Horton, OF,1963-01-01T00:00:00Z,1977-01-01T00:00:00Z,,,,,,,,,,,,
Tim,Hosley, C,1970-01-01T00:00:00Z,1971-01-01T00:00:00Z,,,,,,,,,,,,
Gene,Host, P,1956-01-01T00:00:00Z,,,,,,,,,,,,,
Chuck,Hostetler, OF,1944-01-01T00:00:00Z,1945-01-01T00:00:00Z,,,,,,,,,,,,
Frank,House,C,1950-01-01T00:00:00Z,1957-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,,,,,,,,,
Fred,House, P,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Art,Houtteman, P,1945-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,,
Frank,Howard, OF,1972-01-01T00:00:00Z,1973-01-01T00:00:00Z,,,,,,,,,,,,
Waite,Hoyt, P,1930-01-01T00:00:00Z,1931-01-01T00:00:00Z,,,,,,,,,,,,
Clarence,Huber, IF,1920-01-01T00:00:00Z,1921-01-01T00:00:00Z,,,,,,,,,,,,
Charles,Hudson, P,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Frank,Huelsman, OF,1904-01-01T00:00:00Z,,,,,,,,,,,,,
Aubrey,Huff, 1B,2009-01-01T00:00:00Z,,,,,,,,,,,,,
Tom,Hughes, OF,1930-01-01T00:00:00Z,,,,,,,,,,,,,
Mark,Huismann, P,1988-01-01T00:00:00Z,,,,,,,,,,,,,
Terry,Humphrey, C,1975-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Humphreys, P,1962-01-01T00:00:00Z,,,,,,,,,,,,,
Brian,L. Hunter, OF,1996-01-01T00:00:00Z,1999-01-01T00:00:00Z,,,,,,,,,,,,
Torii,Hunter, OF,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Jimmy,Hurst, OF,1997-01-01T00:00:00Z,,,,,,,,,,,,,
Fred,Hutchinson, P,1939-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,,
Tim,Hyers, IF,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Gary,Ignasiak, P,1973-01-01T00:00:00Z,,,,,1949-09-01T00:00:00Z,"Anchorville, Michigan",,,http://en.wikipedia.org/wiki/Gary_Ignasiak,,,,
Pete,Incaviglia, OF,1991-01-01T00:00:00Z,,1998-01-01T00:00:00Z,,,1964-04-02T00:00:00Z,"Pebble Beach, California",,,http://en.wikipedia.org/wiki/Pete_Incaviglia,,,,
Omar,Infante,IF,2002-01-01T00:00:00Z,2007-01-01T00:00:00Z,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z,,1981-12-26T00:00:00Z,"Puerto la Cruz, Anzoátegui, Venezuela",,,http://en.wikipedia.org/wiki/Omar_Infante,,,,
Brandon,Inge, IF,2001-01-01T00:00:00Z,2012-01-01T00:00:00Z,,,,1977-05-19T00:00:00Z,"Lynchburg, Virginia",,,http://en.wikipedia.org/wiki/Brandon_Inge,http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Brandon_Inge_on_July_29%2C_2012.jpg/370px-Brandon_Inge_on_July_29%2C_2012.jpg,"Brandon Inge, 2012",Keith Allison,
Riccardo,Ingram, OF,1994-01-01T00:00:00Z,,,,,1966-09-10T00:00:00Z,"Douglas, Georgia",,,http://en.wikipedia.org/wiki/Riccardo_Ingram,,,,
Ed,Irvin, IF,1912-01-01T00:00:00Z,,,,,1905-02-24T00:00:00Z,"Philadelphia, Pennsylvania",1916-02-05T00:00:00Z,"Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Ed_Irvin,,,,
Mike,Ivie, IF,1982-01-01T00:00:00Z,1983-01-01T00:00:00Z,,,,1952-08-08T00:00:00Z,"Atlanta, Georgia",,,http://en.wikipedia.org/wiki/Mike_Ivie,,,,
